"Korporat Code","Previous Korporat Code","Transition Status","Batch Split","Production Start Date","Production End Date","Purchase Start Date","Purchase End Date","Supplier Text","Previous Supplier Text","State"
"DUS-LPRL01R3KJ-W","DUS-LPRL01R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL02R3KJ-W","DUS-LPRL02R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL03R3AI-W","DUS-LPRL03R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL03R3KJ-W","DUS-LPRL03R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL04R3AI-W","DUS-LPRL04R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL04R3KJ-W","DUS-LPRL04R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL05R3KJ-W","DUS-LPRL05R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL05R3AI-W","DUS-LPRL05R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL06R3AI-W","DUS-LPRL06R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL06R3KJ-W","DUS-LPRL06R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL07R3AI-W","DUS-LPRL07R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL07R3KJ-W","DUS-LPRL07R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"BOTO-GAACS15R3-W","BOTO-GAACS15R2-W","Flow Through","no","","","2022-08-31","","DERMA KEMAS TEJAHAKARA, PT","DERMA KEMAS TEJAHAKARA, PT","Draft"
"BOTO-GLSA30R1-W","BOTO-GLSA30R0-W","Flow Through","no","","","2022-08-10","","DERMA KEMAS TEJAHAKARA, PT","","Draft"
"CAP-PGRY30R1-WTMP","CAP-PGRY30-WTMP","Flow Through","yes","","","2022-08-05","","TIGERMANDIRI PRATAMA, PT","TIGERMANDIRI PRATAMA, PT","Draft"
"MASQ-EMFMPR3-X","MASQ-EMFMPR2-X","Flow Through","no","","","","","","","Draft"
"MASQ-EMFMRR3-X","MASQ-EMFMRR2-X","Flow Through","no","","","2022-07-29","","COSMAX INDONESIA, PT","","Draft"
"MASQ-EMFMTTOR3-X","MASQ-EMFMTTOR2-X","Flow Through","no","","","","","","","Draft"
"TUBE-GEFS100R1-K","TUBE-GEFS100R0-K","Flow Through","no","","","2022-09-08","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-PBCFBOCRV100R1-W","TUBE-PBCFBOCRV100-W","Immediately","no","","","2022-08-25","","BETTS INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"TUBE-PBCFBSGRV100R1-W","TUBE-PBCFBSGRV100-W","Immediately","no","","","2022-08-25","","BETTS INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"TUBE-PBCFBSGRV50R1-W","TUBE-PBCFBSGRV50-W","Immediately","no","","","2022-08-23","","KIMPAI DYNA TUBE, PT","KIMPAI DYNA TUBE, PT","Draft"
"DUS-LPRL02R3AI-W","DUS-LPRL02R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"TUBE-CSFCNAP20R1-W","TUBE-CSFCNAP20R0-W","Flow Through","no","","","2022-09-07","","BETTS INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"STIC-BCEBPBLR2-MO","STIC-BCEBPBLR1-MO","Flow Through","no","","","","","","","Draft"
"STIC-BCEBPBTER2-MO","STIC-BCEBPBTER1-MO","Flow Through","no","","","2022-09-05","","MITRA ABADI PRINTING","","Draft"
"ENV-NFSSEBFWR2-K","ENV-NFSSEBFWR1-K","Immediately","no","","","","","","WARNA KREASI SELARAS, PT","Draft"
"ENV-NFSGEFS8R1-K","ENV-NFSGEFS8R0-K","Immediately","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"ENV-NFSOACFWR2-K","ENV-NFSOACFWR1-K","Immediately","no","","","","","","WARNA KREASI SELARAS, PT","Draft"
"TUBE-NFSGEFS8R1-K","TUBE-NFSGEFS8R0-K","Immediately","no","","","","","","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-NFSOACFW8R1-K","TUBE-NFSSEBFW8R0-K","Immediately","no","","","","","","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-NFSSEBFW8R1-K","TUBE-NFSSEBFW8R0-K","Immediately","no","","","","","","RAPID PLAST INDONESIA, PT","Draft"
"DUS-LDC30RLR2-W","DUS-LDC30RLR1-W","Flow Through","yes","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT; PURA BARUTAMA, PT (OFFSET)","Draft"
"DUS-LDG20R2-W","DUS-LDG20R1-W","Flow Through","yes","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LDG30RLR2-W","DUS-LDG30RLR1-W","Flow Through","yes","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-AACS15R1AC-W","DUS-AACS15R0-W","Interchangeable","yes","","","","","","ASTI INDOGRAPH, PT","Draft"
"DUS-PBMBSG20R1-W","DUS-PBMBSG20-W","Flow Through","no","","","","","","PRINTINDO UTAMA, PT","Draft"
"DUS-PBBNGNM20R1-W","DUS-PBBNGNM20-W","Flow Through","no","","","","","","PRINTINDO UTAMA, PT","Draft"
"PS-OMGPGT100R1-OMG","PS-OMGPGT100-OMG","Flow Through","no","","","","","","MASTER LABEL, PT","Draft"
"TUBE-PBCFBOCRV50R1-W","TUBE-PBCFBOCRV50-W","Immediately","no","","","2022-08-23","","KIMPAI DYNA TUBE, PT","KIMPAI DYNA TUBE, PT","Draft"
"DUS-PGM25R1-OMG","DUS-PGM25-OMG","Flow Through","no","","","2022-09-02","","ASTI INDOGRAPH, PT","ASTI INDOGRAPH, PT; PT PARAGON TECHNOLOGY AND INNOVATION","Draft"
"PLAS-FPGM75R1-OMG","PLAS-FPGM75-OMG","Flow Through","no","","","","","","SUPERNOVA FLEXIBLE PACKAGING, PT","Draft"
"PLAS-FPGFW9R1-OMG","PLAS-FPGFW9-OMG","Flow Through","no","","","","","","SUPERNOVA FLEXIBLE PACKAGING, PT","Draft"
"TUBE-PGFW50R1-OMG","TUBE-PGFW50-OMG","Flow Through","no","","","2022-09-01","","BETTS INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"DUS-TGTO1C100R1-T","DUS-TGTO1C100R0-T","Flow Through","no","","","","","","PRINTINDO UTAMA, PT","Draft"
"DUS-RYDC15R1-W","DUS-RYDC15R0-W","Flow Through","yes","","","2022-09-05","","DNP INDONESIA, PT","DNP INDONESIA, PT","Draft"
"STIC-QRMFMPR1-E","STIC-QRMFMP-E","Flow Through","yes","","","","","","PELITA ABADI JAYA, CV","Draft"
"STIC-QRMFMRR1-E","STIC-QRMFMR-E","Flow Through","yes","","","","","","PELITA ABADI JAYA, CV","Draft"
"STIC-QRMFTTOR1-E","STIC-QRMFTTO-E","Flow Through","yes","","","","","","PELITA ABADI JAYA, CV","Draft"
"DUS-MKLCR2-OMG","DUS-MKLCR1-OMG","Flow Through","no","","","","","","PRINTINDO UTAMA,PT; PRINTINDO UTAMA, PT","Draft"
"STIC-VMKLC01R2-OMG","STIC-VMKLC01R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC12R2-OMG","STIC-VMKLC12R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC11R2-OMG","STIC-VMKLC11R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC10R2-OMG","STIC-VMKLC10R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC09R2-OMG","STIC-VMKLC09R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC08R2-OMG","STIC-VMKLC08R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC07R2-OMG","STIC-VMKLC07R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC06R2-OMG","STIC-VMKLC06R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC05R2-OMG","STIC-VMKLC05R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC04R2-OMG","STIC-VMKLC04R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC03R2-OMG","STIC-VMKLC03R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"STIC-VMKLC02R2-OMG","STIC-VMKLC02R1-OMG","Flow Through","no","","","2022-09-05","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"DUS-HSLWR1-MO","DUS-HSLWR0-MO","Flow Through","no","","","","","","PRINTINDO UTAMA, PT","Draft"
"DUS-HSLWIVR1-MO","DUS-HSLWR0-MO","Flow Through","no","","","","","","PRINTINDO UTAMA, PT","Draft"
